,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Action Details,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Player Full Name,,Team,Match Date,Opposition,,Action,Period,Time,,x,y,ex,ey,Dir
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,24:01,Video,30,22.1,22.2,22.2,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,24:35,Video,53.6,39.3,48.2,52.3,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,24:35,Video,53.6,39.3,53.6,39.3,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,24:38,Video,45,55.3,24.6,56.7,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,24:42,Video,19.6,51.7,50.1,74.2,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Dribble,1st Half,24:46,Video,51.1,71.9,51.1,71.9,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,24:46,Video,51.1,71.9,51.1,71.9,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Att 1v1,1st Half,24:46,Video,51.1,71.9,51.1,71.9,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Clear,1st Half,25:05,Video,55.4,77.6,55.4,77.6,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Progr Inter,1st Half,25:05,Video,55.4,77.6,55.4,77.6,RL
Liam Collins,,Boston Bolts U16,2023-12-10,Miami,,Goal Against,1st Half,25:30,Video,117.8,46,117.8,46,RL
Finn van Clief,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,26:21,Video,52.1,40.8,65.9,44.2,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,26:22,Video,64.3,44.6,46.2,40.4,RL
Finn van Clief,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,26:25,Video,44.3,46.1,44.3,46.1,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,26:31,Video,51.7,73,51.7,73,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,26:31,Video,51.7,73,80.4,62,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,26:37,Video,79.7,55.2,44.4,55.8,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,26:55,Video,67,56,49.8,46.4,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,26:55,Video,67,56,67,56,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,26:57,Video,52.1,46.7,51.5,66,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,27:00,Video,42.5,67.8,27.8,53.2,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,27:26,Video,110.2,50.1,90,61.3,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,27:26,Video,110.2,50.1,110.2,50.1,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,27:28,Video,87.5,60.2,61.2,42.7,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,27:39,Video,49.3,42.4,41,19.8,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,27:44,Video,44.2,20.4,51.8,15.2,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,27:46,Video,50.5,15.8,47.2,29.5,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,27:48,Video,46.3,34.2,40.2,37.2,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,27:50,Video,38.5,38.6,41,46.6,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,27:52,Video,38.5,47.8,38.5,69.4,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,27:56,Video,29.2,72.3,27.7,54.1,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,28:01,Video,25.5,62.2,36.4,74.2,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,28:04,Video,32.5,72.2,14.4,47.5,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,28:06,Video,14.4,47.5,18.5,68,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Foul Won,1st Half,28:12,Video,18.3,48.3,18.3,48.3,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,FK,1st Half,28:12,Video,18.3,48.3,18.3,48.3,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,28:12,Video,18.3,48.3,18.3,48.3,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,28:12,Video,18.3,48.3,28.1,78.9,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,28:23,Video,30.7,70.6,30.7,70.6,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,29:02,Video,96.6,8.2,95.3,10.9,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Progr Inter,1st Half,29:02,Video,96.6,8.2,96.6,8.2,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,29:03,Video,93.8,11.1,86.4,19.2,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,29:04,Video,84.1,20.2,76.2,17.1,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,29:07,Video,74.3,16.6,79.9,22.2,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,29:08,Video,79.3,22.8,65.5,33.4,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,29:11,Video,63.4,32.6,54.9,29.4,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Stand Tackle,1st Half,29:16,Video,78.3,35.5,78.3,35.5,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,29:24,Video,94.5,59.2,94.5,59.2,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,29:24,Video,94.5,59.2,96.3,49,RL
Liam Collins,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,29:35,Video,96.1,44.2,93.5,29,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,29:38,Video,93.2,28.3,59.3,51.1,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,29:39,Video,59.2,49.8,73,5.3,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,29:44,Video,77.5,7.5,92.6,17.4,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,29:48,Video,88.2,21.1,64,44.5,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,29:54,Video,58.3,43.8,48.9,43.8,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,29:55,Video,45.2,43.8,43.1,43.4,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,29:57,Video,41.7,44.8,24.7,43.3,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,30:01,Video,31.7,60.4,31.7,60.4,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,30:01,Video,31.7,60.4,39,64.6,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,30:03,Video,40.6,64.2,36.3,49.6,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Foul Lost,1st Half,30:05,Video,32,49.4,32,49.4,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,30:05,Video,32,49.4,32,49.4,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Stand Tackle,1st Half,30:05,Video,32,49.4,32,49.4,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,30:48,Video,58.6,26.4,58.6,26.4,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,30:48,Video,58.6,26.4,68.1,30.3,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,30:50,Video,66.9,31.3,59,39.2,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,30:51,Video,56.9,39.3,42.7,33,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,30:54,Video,38.8,31.6,38.7,20.4,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,30:57,Video,39,21.2,30.4,12.8,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,31:01,Video,25.6,9.2,35.8,14,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,31:06,Video,43.1,12.6,59.2,22.3,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,31:09,Video,60.3,29.5,44.4,64.3,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Dribble,1st Half,31:13,Video,39.8,67.3,39.8,67.3,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,31:13,Video,39.8,67.3,39.8,67.3,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Att 1v1,1st Half,31:13,Video,39.8,67.3,39.8,67.3,RL
Finn van Clief,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,31:27,Video,9.3,56.7,9.3,56.7,RL
Finn van Clief,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,31:27,Video,9.3,56.7,14.8,48.1,RL
Finn van Clief,,Boston Bolts U16,2023-12-10,Miami,,Pass into Oppo Box,1st Half,31:27,Video,9.3,56.7,9.3,56.7,RL
Finn van Clief,,Boston Bolts U16,2023-12-10,Miami,,Chance Created,1st Half,31:27,Video,9.3,56.7,9.3,56.7,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Att Shot Blockd,1st Half,31:27,Video,15.3,47.2,15.3,47.2,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,31:51,Video,48.9,64.5,48.9,64.5,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,31:51,Video,48.9,64.5,56.3,50.4,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,31:53,Video,55.7,49.5,44.9,22.9,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,31:56,Video,40,17.7,31.5,24.7,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,31:58,Video,29.6,26.3,38.5,29.5,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,32:00,Video,34.7,26.5,26.8,14.1,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,32:04,Video,28.5,13.1,33.2,15.3,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,32:06,Video,31.8,14.4,24,6.5,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,32:09,Video,24.7,7.6,21.8,21.5,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,32:14,Video,32.5,10.3,32.5,10.3,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,32:14,Video,32.5,10.3,35.9,23.6,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,32:17,Video,34.3,27.4,44.4,37.5,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,32:18,Video,44.4,38.6,64.5,42.4,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,32:21,Video,64.7,44.7,62.1,22.1,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,32:27,Video,58.2,17,66.7,44.9,RL
Liam Collins,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,32:34,Video,69.2,57.5,51.1,72.6,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,32:36,Video,51.4,70.2,44.2,59.4,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,32:38,Video,43.2,62.9,27.4,68.8,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,32:40,Video,26.3,70,7.5,58.4,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Pass into Oppo Box,1st Half,32:40,Video,26.3,70,26.3,70,RL
Finn van Clief,,Boston Bolts U16,2023-12-10,Miami,,Foul Lost,1st Half,32:43,Video,6.3,62.4,6.3,62.4,RL
Finn van Clief,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,32:43,Video,6.3,62.4,6.3,62.4,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Clear,1st Half,33:07,Video,56.2,69.6,56.2,69.6,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Progr Inter,1st Half,33:07,Video,56.2,69.6,56.2,69.6,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,33:38,Video,69,30.3,69,30.3,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,33:38,Video,69,30.3,86.9,29.9,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,33:43,Video,89.6,23.4,80.9,13.9,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,33:44,Video,80.4,13.3,89.5,25.7,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,33:47,Video,86.3,28.6,51.1,16.1,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Line Break,1st Half,33:47,Video,86.3,28.6,86.3,28.6,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,33:55,Video,34.7,7.5,10.1,13.4,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Cross,1st Half,34:00,Video,-3.7,16.7,-3.7,16.7,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Short Corner,1st Half,34:33,Video,5.4,3.7,5.4,3.7,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,34:34,Video,5.2,6.9,30,16.9,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,34:37,Video,30.3,20.2,14.5,26.3,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,34:41,Video,44.4,31,44.4,31,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,34:41,Video,44.4,31,39.7,17.5,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,34:46,Video,42.6,24.4,29.5,50.8,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,34:47,Video,30.6,50.8,20,46.9,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,34:53,Video,49,60.4,32.3,48.8,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,34:53,Video,49,60.4,49,60.4,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,34:58,Video,29.3,52,17.5,56.7,RL
Liam Collins,,Boston Bolts U16,2023-12-10,Miami,,Throw,1st Half,35:13,Video,102,37.5,102,37.5,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,35:15,Video,78.2,18.6,66.6,30.7,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,35:18,Video,72.4,31.4,87.5,45.4,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,35:23,Video,86.4,45.4,82.9,23.1,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,35:25,Video,79.9,21.4,56.8,23.7,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,35:28,Video,50.2,20.7,43.6,7.2,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,35:32,Video,41.6,7.7,40.6,14.2,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,35:35,Video,38.4,9.3,26.7,27.7,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,35:38,Video,24.5,27,15.9,9.7,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,35:39,Video,12.2,8.2,16.6,28.9,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,35:59,Video,21.2,3.7,13.9,5,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,36:01,Video,12.9,4.6,12.9,4.6,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,36:15,Video,33.6,4.8,33.6,4.8,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Unprogr Rec,1st Half,36:18,Video,55.3,11.1,55.3,11.1,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,36:18,Video,55.3,11.1,38.4,37.5,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Foul Won,1st Half,36:21,Video,38.4,37.5,38.4,37.5,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,36:46,Video,47.2,41.5,41.1,39.6,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,FK,1st Half,36:46,Video,47.2,41.5,47.2,41.5,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,36:48,Video,41.4,41.2,48.1,51.8,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,36:50,Video,49.2,54.5,34.3,70,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Dribble,1st Half,36:52,Video,30.9,68.5,30.9,68.5,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,36:52,Video,30.9,68.5,30.9,68.5,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,36:52,Video,30.9,68.5,30.9,68.5,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Cross,1st Half,36:52,Video,30.9,68.5,30.9,68.5,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,37:12,Video,49.5,68.1,49.5,68.1,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Unprogr Rec,1st Half,37:12,Video,49.5,68.1,49.5,68.1,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,37:18,Video,81.9,36.2,69.7,48.8,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Progr Inter,1st Half,37:18,Video,81.9,36.2,81.9,36.2,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,37:22,Video,69,50.9,70.8,66.3,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,37:24,Video,69.2,66,46.4,61.5,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Dribble,1st Half,37:28,Video,51.5,69.6,51.5,69.6,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,37:28,Video,51.5,69.6,22.7,49.4,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Att 1v1,1st Half,37:28,Video,51.5,69.6,51.5,69.6,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,37:45,Video,32.5,39.4,24.7,28.7,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,37:45,Video,32.5,39.4,32.5,39.4,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,37:46,Video,24.1,29.9,12.9,25.1,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,37:48,Video,7,20.1,7,20.1,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,37:56,Video,41.3,12.5,41.3,12.5,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,37:56,Video,41.3,12.5,57.5,27.9,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,38:01,Video,56.7,31,55.5,16,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,38:06,Video,55,14.5,62.6,33.5,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,38:08,Video,61.1,36.4,64.6,58.2,RL
Liam Collins,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,38:12,Video,61,62.2,63.4,31.7,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Long,1st Half,38:21,Video,61.9,27.9,38.9,74.1,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,38:27,Video,31,71.3,22.4,58,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,38:30,Video,21,57,32.5,61.9,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,38:32,Video,30.1,61.9,20.1,47.6,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,38:36,Video,16.8,44.9,34.3,69.6,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,38:40,Video,32.4,69.9,16.2,41.1,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,38:42,Video,15.6,39.9,38.5,54,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,38:45,Video,38.1,48.1,31.3,15.1,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,1st Half,38:49,Video,26.4,14,26.4,14,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,39:05,Video,54.1,50.6,54.1,50.6,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,39:05,Video,54.1,50.6,70.6,52.9,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,39:07,Video,71.3,52.5,57.5,39,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,39:11,Video,54.4,31.7,41,7.5,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,39:15,Video,40,8.2,24.6,13.4,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,1st Half,39:18,Video,25.2,11.3,21.6,7,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,39:24,Video,43.3,24.2,43.3,24.2,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,39:24,Video,43.3,24.2,42.4,38.5,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,39:25,Video,41.2,40,29.8,63.2,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Chance Created,1st Half,39:25,Video,41.2,40,41.2,40,RL
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Shot off Target,1st Half,39:28,Video,24.2,62.2,24.2,62.2,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,40:21,Video,55.7,6,55.7,6,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,40:21,Video,55.7,6,81.7,20,RL
Liam Collins,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,40:25,Video,81,25,59,8.8,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Side Back,1st Half,40:35,Video,43,8.3,43.8,19.3,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,41:19,Video,30.1,80.1,18.2,65.3,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,41:19,Video,18.3,65.3,63.8,65.6,RL
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,41:24,Video,63.8,62.1,63.4,41.2,RL
Liam Collins,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,41:28,Video,61.2,38.7,33.8,18.4,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,41:39,Video,36,2.9,46.8,7.8,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,41:49,Video,53.1,16.5,48.4,29.2,RL
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,41:51,Video,48,31,30,40.4,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Chance Created,1st Half,41:53,Video,28.9,40.1,28.9,40.1,RL
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,41:53,Video,28.9,40.1,15.8,32.7,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Shot on Target,1st Half,41:56,Video,12.9,34.5,12.9,34.5,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Short Corner,1st Half,42:26,Video,,,,,RL
Ethan Fine,,Boston Bolts U16,2023-12-10,Miami,,Side Back,1st Half,42:28,Video,,,,,RL
Christian Kence,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Cross,1st Half,42:30,Video,,,,,RL
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Tackle,1st Half,42:53,Video,,,,,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Foul Won,1st Half,42:55,Video,,,,,RL
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,1st Half,42:55,Video,,,,,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,1st Half,43:00,Video,,,,,RL
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,FK,1st Half,43:00,Video,,,,,RL
